"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"2108","英檢中級 GEPT Intermediate","R","中級","I","route","noun/verb","路線；按路線發送","","L9","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2109","英檢中級 GEPT Intermediate","R","中級","I","routine","noun/adj.","常規；例行公事的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2110","英檢中級 GEPT Intermediate","R","中級","I","rubbish","noun/adj.","垃圾；糟透的","(used mainly in British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2111","英檢中級 GEPT Intermediate","R","中級","I","rug","noun","小地毯","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2112","英檢中級 GEPT Intermediate","R","中級","I","rumor","noun","謠言","= rumour (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2113","英檢中級 GEPT Intermediate","R","中級","I","runner","noun","跑者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2114","英檢中級 GEPT Intermediate","R","中級","I","running","adj.","連續的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2115","英檢中級 GEPT Intermediate","R","中級","I","rural","adj.","農村的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2116","英檢中級 GEPT Intermediate","R","中級","I","rust","noun/verb","（鐵）銹；生鏽","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2117","英檢中級 GEPT Intermediate","R","中級","I","rusty","adj.","生鏽的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/62c99f3e761c95ff34ddbe918db2a85f"
"2118","英檢中級 GEPT Intermediate","S","中級","I","sack","noun/verb","麻布袋、一袋；解雇","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2119","英檢中級 GEPT Intermediate","S","中級","I","sacrifice","verb/noun","犧牲、奉獻；獻祭品","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2120","英檢中級 GEPT Intermediate","S","中級","I","sadden","verb","使難過","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2121","英檢中級 GEPT Intermediate","S","中級","I","sake","noun","緣故、目的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2122","英檢中級 GEPT Intermediate","S","中級","I","salary","noun","薪水","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2123","英檢中級 GEPT Intermediate","S","中級","I","salty","adj.","含鹽的、鹹的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2124","英檢中級 GEPT Intermediate","S","中級","I","sanction","noun/verb","批准、制裁、強硬措施；批准、贊成","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2125","英檢中級 GEPT Intermediate","S","中級","I","satellite","noun","衛星、人造衛星","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2126","英檢中級 GEPT Intermediate","S","中級","I","satisfaction","noun","滿意","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2127","英檢中級 GEPT Intermediate","S","中級","I","satisfactory","adj.","令人滿意的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2128","英檢中級 GEPT Intermediate","S","中級","I","sauce","noun","醬汁","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2129","英檢中級 GEPT Intermediate","S","中級","I","sausage","noun","香腸、臘腸","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2130","英檢中級 GEPT Intermediate","S","中級","I","saving","noun","節省、存款","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2131","英檢中級 GEPT Intermediate","S","中級","I","saw","noun/verb","鋸子；鋸","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2132","英檢中級 GEPT Intermediate","S","中級","I","saying","noun","諺語、格言","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2133","英檢中級 GEPT Intermediate","S","中級","I","scan","verb/noun","掃描；審視","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2134","英檢中級 GEPT Intermediate","S","中級","I","scarce","adj.","稀少的、缺乏的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2135","英檢中級 GEPT Intermediate","S","中級","I","scarcely","adv.","幾乎不","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2136","英檢中級 GEPT Intermediate","S","中級","I","scare","verb/noun","驚嚇、嚇跑；驚慌、擔憂","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2137","英檢中級 GEPT Intermediate","S","中級","I","scary","adj.","嚇人的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2138","英檢中級 GEPT Intermediate","S","中級","I","scatter","verb/noun","使分散、消散；散播、少量","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2139","英檢中級 GEPT Intermediate","S","中級","I","scenery","noun","風景","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2140","英檢中級 GEPT Intermediate","S","中級","I","schedule","noun/verb","工作行程、時刻表；安排時間、預定","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2141","英檢中級 GEPT Intermediate","S","中級","I","scheme","noun/verb","體制、陰謀；密謀","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2142","英檢中級 GEPT Intermediate","S","中級","I","scholar","noun","學者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2143","英檢中級 GEPT Intermediate","S","中級","I","scholarship","noun","獎學金","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2144","英檢中級 GEPT Intermediate","S","中級","I","schoolmate","noun","學校同學","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2145","英檢中級 GEPT Intermediate","S","中級","I","scientific","adj.","科學（上）的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2146","英檢中級 GEPT Intermediate","S","中級","I","scissors","noun","剪刀","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2147","英檢中級 GEPT Intermediate","S","中級","I","scold","verb","訓斥、責罵","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2148","英檢中級 GEPT Intermediate","S","中級","I","scoop","verb/noun","用勺舀、用鏟子鏟；杓子、一勺","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2149","英檢中級 GEPT Intermediate","S","中級","I","scout","noun","童子軍","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2150","英檢中級 GEPT Intermediate","S","中級","I","scratch","verb/noun","搔、抓傷；抓痕、劃傷","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2151","英檢中級 GEPT Intermediate","S","中級","I","scream","verb/noun","尖叫；尖叫聲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2152","英檢中級 GEPT Intermediate","S","中級","I","screw","verb/noun","用螺絲固定、旋；螺絲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2153","英檢中級 GEPT Intermediate","S","中級","I","scrub","verb/noun","刷洗","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2154","英檢中級 GEPT Intermediate","S","中級","I","sculpture","noun","雕刻品、雕刻術","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2155","英檢中級 GEPT Intermediate","S","中級","I","seafood","noun","海鮮","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2156","英檢中級 GEPT Intermediate","S","中級","I","seagull","noun","海鷗","= gull","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2157","英檢中級 GEPT Intermediate","S","中級","I","seal","verb/noun","蓋章、密封；印章、封條","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2158","英檢中級 GEPT Intermediate","S","中級","I","seaside","noun","海邊","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2159","英檢中級 GEPT Intermediate","S","中級","I","season","verb","調味","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2160","英檢中級 GEPT Intermediate","S","中級","I","second-hand","adj./adv.","舊的、二手的；二手地、間接地","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2161","英檢中級 GEPT Intermediate","S","中級","I","secondary","adj.","次要的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2162","英檢中級 GEPT Intermediate","S","中級","I","sector","noun","部門、分區","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2163","英檢中級 GEPT Intermediate","S","中級","I","secure","verb/adj.","保護、使安全；安心的、安全的","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2164","英檢中級 GEPT Intermediate","S","中級","I","security","noun","安全（工作）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2165","英檢中級 GEPT Intermediate","S","中級","I","seize","verb","抓住、奪取","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2166","英檢中級 GEPT Intermediate","S","中級","I","selection","noun","挑選","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2167","英檢中級 GEPT Intermediate","S","中級","I","self","noun","自我","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2168","英檢中級 GEPT Intermediate","S","中級","I","senior","adj./noun","年長的、資深的；較年長者、前輩","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2169","英檢中級 GEPT Intermediate","S","中級","I","sensible","adj.","明理的、理智的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2170","英檢中級 GEPT Intermediate","S","中級","I","sensitive","adj.","敏感的、靈敏的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2171","英檢中級 GEPT Intermediate","S","中級","I","sentence","noun/verb","句子、判決；宣判","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2172","英檢中級 GEPT Intermediate","S","中級","I","separation","noun","分離、分隔","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2173","英檢中級 GEPT Intermediate","S","中級","I","series","noun","系列、連續","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2174","英檢中級 GEPT Intermediate","S","中級","I","session","noun","一節（課程）、會議、開庭","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2175","英檢中級 GEPT Intermediate","S","中級","I","settle","verb","解決、決定、安頓","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2176","英檢中級 GEPT Intermediate","S","中級","I","settlement","noun","協議、解決","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2177","英檢中級 GEPT Intermediate","S","中級","I","settler","noun","移民","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2178","英檢中級 GEPT Intermediate","S","中級","I","setup","noun","組織、結構","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2179","英檢中級 GEPT Intermediate","S","中級","I","severe","adj.","嚴重的、嚴厲的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2180","英檢中級 GEPT Intermediate","S","中級","I","sew","verb","縫、縫補","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2181","英檢中級 GEPT Intermediate","S","中級","I","sex","noun","性別、性","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2182","英檢中級 GEPT Intermediate","S","中級","I","sexual","adj.","性的、性別的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2183","英檢中級 GEPT Intermediate","S","中級","I","sexy","adj.","性感迷人的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2184","英檢中級 GEPT Intermediate","S","中級","I","shade","noun/verb","蔭、陰影；遮擋（光線）、畫陰影","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2185","英檢中級 GEPT Intermediate","S","中級","I","shadow","noun/verb","影子；遮蔽、跟蹤","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2186","英檢中級 GEPT Intermediate","S","中級","I","shady","adj.","多蔭的、陰暗的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2187","英檢中級 GEPT Intermediate","S","中級","I","shallow","adj.","淺的、膚淺的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2188","英檢中級 GEPT Intermediate","S","中級","I","shame","noun/verb","羞愧、遺憾；使感到羞恥","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2189","英檢中級 GEPT Intermediate","S","中級","I","shameful","adj.","可恥的、丟臉的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2190","英檢中級 GEPT Intermediate","S","中級","I","shampoo","noun/verb","洗髮精；用洗髮精洗（頭髮）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2191","英檢中級 GEPT Intermediate","S","中級","I","sharpen","verb","使鋒利、加劇、提高","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2192","英檢中級 GEPT Intermediate","S","中級","I","shave","verb","剃、刮毛髮","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2193","英檢中級 GEPT Intermediate","S","中級","I","shaver","noun","刮鬍刀","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2194","英檢中級 GEPT Intermediate","S","中級","I","shell","noun","殼、殼狀物","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2195","英檢中級 GEPT Intermediate","S","中級","I","shelter","noun/verb","避難所、遮蔽處；躲避、保護、遮蔽","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2196","英檢中級 GEPT Intermediate","S","中級","I","shepherd","noun/verb","牧羊人；牧羊、帶領","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2197","英檢中級 GEPT Intermediate","S","中級","I","shift","verb/noun","變換、輪班；轉移、變換","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2198","英檢中級 GEPT Intermediate","S","中級","I","shining","adj.","發光的；明亮而快樂的；出色的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2199","英檢中級 GEPT Intermediate","S","中級","I","shiny","adj.","光亮的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2200","英檢中級 GEPT Intermediate","S","中級","I","shopkeeper","noun","商店老闆","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2201","英檢中級 GEPT Intermediate","S","中級","I","short-sighted","adj.","近視的、目光短淺的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2202","英檢中級 GEPT Intermediate","S","中級","I","short-term","adj.","短期的、近期的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2203","英檢中級 GEPT Intermediate","S","中級","I","shortage","noun","缺少、不足","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2204","英檢中級 GEPT Intermediate","S","中級","I","shortcoming","noun","缺點","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2205","英檢中級 GEPT Intermediate","S","中級","I","shortcut","noun","捷徑","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2206","英檢中級 GEPT Intermediate","S","中級","I","shorten","verb","縮短","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2207","英檢中級 GEPT Intermediate","S","中級","I","shortly","adv.","不久、立刻","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2208","英檢中級 GEPT Intermediate","S","中級","I","shorts","noun","短褲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2209","英檢中級 GEPT Intermediate","S","中級","I","shovel","noun/verb","鏟子；鏟","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2210","英檢中級 GEPT Intermediate","S","中級","I","shrink","verb/noun","縮小、減少；畏縮","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2211","英檢中級 GEPT Intermediate","S","中級","I","shrug","verb/noun","聳肩","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2212","英檢中級 GEPT Intermediate","S","中級","I","shuttle","noun/verb","航班、班車、梭；（頻繁）往返","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2213","英檢中級 GEPT Intermediate","S","中級","I","sickness","noun","疾病","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2214","英檢中級 GEPT Intermediate","S","中級","I","sigh","verb/noun","嘆息","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2215","英檢中級 GEPT Intermediate","S","中級","I","sightseeing","noun","觀光、遊覽","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2216","英檢中級 GEPT Intermediate","S","中級","I","signal","adj.","顯著的、非凡的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2217","英檢中級 GEPT Intermediate","S","中級","I","signal","noun/verb","信號；發信號","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2218","英檢中級 GEPT Intermediate","S","中級","I","signature","noun","簽名","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2219","英檢中級 GEPT Intermediate","S","中級","I","significance","noun","重要性、意義","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2220","英檢中級 GEPT Intermediate","S","中級","I","significant","adj.","顯著的、有重大意義的","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2221","英檢中級 GEPT Intermediate","S","中級","I","silk","noun","絲（稠）、絲織品","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2222","英檢中級 GEPT Intermediate","S","中級","I","similarity","noun","相似（處）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2223","英檢中級 GEPT Intermediate","S","中級","I","simplify","verb","簡化","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2224","英檢中級 GEPT Intermediate","S","中級","I","sin","noun/verb","罪（惡）、過失；犯過失","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2225","英檢中級 GEPT Intermediate","S","中級","I","singular","adj.","單數的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2226","英檢中級 GEPT Intermediate","S","中級","I","sip","verb/noun","啜飲；一小口","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2227","英檢中級 GEPT Intermediate","S","中級","I","site","noun","位址、網站","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2228","英檢中級 GEPT Intermediate","S","中級","I","situation","noun","情況、形勢","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2229","英檢中級 GEPT Intermediate","S","中級","I","sketch","noun/verb","素描、概述","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2230","英檢中級 GEPT Intermediate","S","中級","I","skim","verb/noun","撇去、掠過、瀏覽","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2231","英檢中級 GEPT Intermediate","S","中級","I","skip","verb","蹦蹦跳跳；略過","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2232","英檢中級 GEPT Intermediate","S","中級","I","skip","noun","跳、蹦；省略","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2233","英檢中級 GEPT Intermediate","S","中級","I","skyscraper","noun","摩天大樓","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2234","英檢中級 GEPT Intermediate","S","中級","I","slang","noun","俚語","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2235","英檢中級 GEPT Intermediate","S","中級","I","slave","noun/verb","奴隸；拼命工作","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2236","英檢中級 GEPT Intermediate","S","中級","I","slavery","noun","奴隸制","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2237","英檢中級 GEPT Intermediate","S","中級","I","sleeve","noun","袖子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2238","英檢中級 GEPT Intermediate","S","中級","I","slice","noun/verb","（薄）片；切、切成薄片","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2239","英檢中級 GEPT Intermediate","S","中級","I","slight","adj./verb/noun","輕微的；輕視、冷落","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2240","英檢中級 GEPT Intermediate","S","中級","I","slippery","adj.","滑的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2241","英檢中級 GEPT Intermediate","S","中級","I","slogan","noun","標語","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2242","英檢中級 GEPT Intermediate","S","中級","I","slope","noun/verb","斜坡；傾斜","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2243","英檢中級 GEPT Intermediate","S","中級","I","smog","noun","煙霧（污染物）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2244","英檢中級 GEPT Intermediate","S","中級","I","smoky","adj.","冒煙的、煙霧瀰漫的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2245","英檢中級 GEPT Intermediate","S","中級","I","smooth","adj./verb","平整的、平滑的；使平整、使平滑","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2246","英檢中級 GEPT Intermediate","S","中級","I","snap","verb","突然折斷；（門等）突然關上；拍快照；突然發作（尤指動怒）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2247","英檢中級 GEPT Intermediate","S","中級","I","snap","noun","突然折斷（或闔上）的聲音、喀嚓聲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
"2248","英檢中級 GEPT Intermediate","S","中級","I","snap","adj.","匆忙的、不加思索的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/979c0cb0eee4643265da62e7eb62abaf"
