"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"4572","英檢中級 GEPT Intermediate","T","中級","I","theft","noun","偷竊","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4573","英檢中級 GEPT Intermediate","T","初級","E","their","determiner","他們的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4574","英檢中級 GEPT Intermediate","T","中級","I","theirs","pron.","他們的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4575","英檢中級 GEPT Intermediate","T","初級","E","them","pron.","他們","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4576","英檢中級 GEPT Intermediate","T","中級","I","theme","noun","主題","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4577","英檢中級 GEPT Intermediate","T","初級","E","themselves","pron.","他們自己","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4578","英檢中級 GEPT Intermediate","T","初級","E","then","adv./adj.","然後、那時候；在那時的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4579","英檢中級 GEPT Intermediate","T","中級","I","theory","noun","學說、理論、看法","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4580","英檢中級 GEPT Intermediate","T","中級","I","therapy","noun","療法","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4581","英檢中級 GEPT Intermediate","T","初級","E","there","adv./noun","在那裡；那裡","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4582","英檢中級 GEPT Intermediate","T","初級","E","therefore","adv.","因此","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4583","英檢中級 GEPT Intermediate","T","初級","E","these","pron./adj.","這些；這些的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4584","英檢中級 GEPT Intermediate","T","初級","E","they","pron.","他們","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4585","英檢中級 GEPT Intermediate","T","初級","E","thick","adj.","厚的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4586","英檢中級 GEPT Intermediate","T","初級","E","thief","noun","竊賊","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4587","英檢中級 GEPT Intermediate","T","初級","E","thin","adj.","瘦的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4588","英檢中級 GEPT Intermediate","T","初級","E","thing","noun","東西、物品","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4589","英檢中級 GEPT Intermediate","T","初級","E","think","verb","想","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4590","英檢中級 GEPT Intermediate","T","中級","I","thinking","noun/adj.","思想、思考；有思考力的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4591","英檢中級 GEPT Intermediate","T","初級","E","third","adj./adv./noun","第三的；居第三位；第三位","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4592","英檢中級 GEPT Intermediate","T","中級","I","thirst","noun/verb","口渴、渴望","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4593","英檢中級 GEPT Intermediate","T","初級","E","thirsty","adj.","口渴的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4594","英檢中級 GEPT Intermediate","T","初級","E","thirteen","number/pron./noun/adj.","十三","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4595","英檢中級 GEPT Intermediate","T","初級","E","thirty","number/pron./noun/adj.","三十","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4596","英檢中級 GEPT Intermediate","T","初級","E","this","pron./adj.","這個；這","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4597","英檢中級 GEPT Intermediate","T","初級","E","this","adv.","這麼、這樣","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4598","英檢中級 GEPT Intermediate","T","中級","I","thorough","adj.","徹底的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4599","英檢中級 GEPT Intermediate","T","初級","E","those","pron./adj.","那些；那些的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4600","英檢中級 GEPT Intermediate","T","初級","E","though","conj./adv.","雖然；還是","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4601","英檢中級 GEPT Intermediate","T","初級","E","thought","noun","想法","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4602","英檢中級 GEPT Intermediate","T","中級","I","thoughtful","adj.","體貼的、深思熟慮的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4603","英檢中級 GEPT Intermediate","T","初級","E","thousand","number/pron./noun/adj.","千","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4604","英檢中級 GEPT Intermediate","T","中級","I","thread","noun/verb","線、一絲；穿針線","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4605","英檢中級 GEPT Intermediate","T","中級","I","threat","noun","威脅","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4606","英檢中級 GEPT Intermediate","T","中級","I","threaten","verb","揚言要、威脅","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4607","英檢中級 GEPT Intermediate","T","初級","E","three","number/pron./noun/adj.","三","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4608","英檢中級 GEPT Intermediate","T","初級","E","throat","noun","咽喉","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4609","英檢中級 GEPT Intermediate","T","初級","E","through","prep./adv.","通過、穿越","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4610","英檢中級 GEPT Intermediate","T","初級","E","throughout","prep.","到處","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4611","英檢中級 GEPT Intermediate","T","初級","E","throw","verb","丟","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4612","英檢中級 GEPT Intermediate","T","初級","E","thumb","noun","拇指","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4613","英檢中級 GEPT Intermediate","T","初級","E","thunder","noun/verb","雷（聲）；打雷","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4614","英檢中級 GEPT Intermediate","T","中級","I","thunderstorm","noun","雷雨","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4615","英檢中級 GEPT Intermediate","T","初級","E","Thursday","noun","星期四","= Thurs./Thur.","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4616","英檢中級 GEPT Intermediate","T","初級","E","thus","adv.","因此","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4617","英檢中級 GEPT Intermediate","T","初級","E","ticket","noun","票、罰單","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4618","英檢中級 GEPT Intermediate","T","中級","I","tickle","verb","搔癢、發癢","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4619","英檢中級 GEPT Intermediate","T","中級","I","tide","noun","潮汐、趨勢","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4620","英檢中級 GEPT Intermediate","T","初級","E","tidy","adj./verb","整齊的；整理","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4621","英檢中級 GEPT Intermediate","T","初級","E","tie","verb","捆、繫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4622","英檢中級 GEPT Intermediate","T","初級","E","tie","noun","領帶、平手","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4623","英檢中級 GEPT Intermediate","T","初級","E","tiger","noun","老虎","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4624","英檢中級 GEPT Intermediate","T","中級","I","tight","adj./adv.","緊的；緊地","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4625","英檢中級 GEPT Intermediate","T","中級","I","tighten","verb","使變緊、加強","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4626","英檢中級 GEPT Intermediate","T","初級","E","till","prep./conj.","直到","= until","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4627","英檢中級 GEPT Intermediate","T","中級","I","timber","noun","樹木、木材","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4628","英檢中級 GEPT Intermediate","T","初級","E","time","noun/verb","時間；計時","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4629","英檢中級 GEPT Intermediate","T","中級","I","timetable","noun/verb","時間表；為…安排時間","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4630","英檢中級 GEPT Intermediate","T","中級","I","timid","adj.","膽怯的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4631","英檢中級 GEPT Intermediate","T","中級","I","tin","noun","錫、罐","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4632","英檢中級 GEPT Intermediate","T","初級","E","tiny","adj.","極小的、微小的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4633","英檢中級 GEPT Intermediate","T","初級","E","tip","noun","小費；提示；頂端","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4634","英檢中級 GEPT Intermediate","T","初級","E","tip","verb","給小費","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4635","英檢中級 GEPT Intermediate","T","中級","I","tiptoe","verb/noun","踮腳、躡手躡腳","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4636","英檢中級 GEPT Intermediate","T","中級","I","tire","noun","輪胎","= tyre (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4637","英檢中級 GEPT Intermediate","T","中級","I","tire","verb","使疲勞","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4638","英檢中級 GEPT Intermediate","T","中級","I","tiresome","adj.","令人厭煩的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4639","英檢中級 GEPT Intermediate","T","中級","I","tissue","noun","面紙、（動植物）組織","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4640","英檢中級 GEPT Intermediate","T","初級","E","title","noun","標題","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4641","英檢中級 GEPT Intermediate","T","初級","E","to","prep./inf.","到","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4642","英檢中級 GEPT Intermediate","T","初級","E","toast","noun","吐司；敬酒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4643","英檢中級 GEPT Intermediate","T","初級","E","toast","verb","烤吐司、烤；乾杯","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4644","英檢中級 GEPT Intermediate","T","中級","I","tobacco","noun","煙草","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4645","英檢中級 GEPT Intermediate","T","初級","E","today","adv./noun","今天","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4646","英檢中級 GEPT Intermediate","T","初級","E","toe","noun","腳趾","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4647","英檢中級 GEPT Intermediate","T","初級","E","tofu","noun","豆腐","= bean curd","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4648","英檢中級 GEPT Intermediate","T","初級","E","together","adv.","一起","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4649","英檢中級 GEPT Intermediate","T","初級","E","toilet","noun","馬桶、衛生間","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4650","英檢中級 GEPT Intermediate","T","中級","I","tolerable","adj.","可容忍的、還可以的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4651","英檢中級 GEPT Intermediate","T","中級","I","tolerance","noun","寬容、忍耐","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4652","英檢中級 GEPT Intermediate","T","中級","I","tolerant","adj.","寬容的、忍耐的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4653","英檢中級 GEPT Intermediate","T","中級","I","tolerate","verb","寬容、忍耐","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4654","英檢中級 GEPT Intermediate","T","初級","E","tomato","noun","番茄","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4655","英檢中級 GEPT Intermediate","T","中級","I","tomb","noun","墳墓","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4656","英檢中級 GEPT Intermediate","T","初級","E","tomorrow","adv./noun","明天","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4657","英檢中級 GEPT Intermediate","T","中級","I","ton","noun","噸、大量","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4658","英檢中級 GEPT Intermediate","T","中級","I","tone","noun/verb","腔調、語氣；調和","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4659","英檢中級 GEPT Intermediate","T","初級","E","tongue","noun","舌頭","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4660","英檢中級 GEPT Intermediate","T","初級","E","tonight","adv./noun","今晚","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4661","英檢中級 GEPT Intermediate","T","初級","E","too","adv.","也","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4662","英檢中級 GEPT Intermediate","T","初級","E","tool","noun","工具","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4663","英檢中級 GEPT Intermediate","T","初級","E","tooth","noun","牙齒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4664","英檢中級 GEPT Intermediate","T","初級","E","toothache","noun","牙痛","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4665","英檢中級 GEPT Intermediate","T","初級","E","toothbrush","noun","牙刷","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4666","英檢中級 GEPT Intermediate","T","中級","I","toothpaste","noun","牙膏","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4667","英檢中級 GEPT Intermediate","T","初級","E","top","noun/adj./verb","頂部；頂部的；到頂部","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4668","英檢中級 GEPT Intermediate","T","初級","E","topic","noun","主題","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4669","英檢中級 GEPT Intermediate","T","中級","I","torch","noun/verb","火把；放火燒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4670","英檢中級 GEPT Intermediate","T","中級","I","tornado","noun","龍捲風","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4671","英檢中級 GEPT Intermediate","T","中級","I","tortoise","noun","陸龜","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4672","英檢中級 GEPT Intermediate","T","中級","I","toss","verb/noun","拋、投、擲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4673","英檢中級 GEPT Intermediate","T","初級","E","total","adj./noun/verb","總數的；總數；合計","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4674","英檢中級 GEPT Intermediate","T","初級","E","touch","verb/noun","接觸、觸摸；觸覺、觸摸","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4675","英檢中級 GEPT Intermediate","T","中級","I","tough","adj.","堅強的、困難的、強硬的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4676","英檢中級 GEPT Intermediate","T","初級","E","tour","noun/verb","旅遊、遊覽","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4677","英檢中級 GEPT Intermediate","T","中級","I","tourism","noun","觀光（業）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4678","英檢中級 GEPT Intermediate","T","中級","I","tourist","noun","遊客、觀光客","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4679","英檢中級 GEPT Intermediate","T","中級","I","tow","verb/noun","拖、拉、牽引","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4680","英檢中級 GEPT Intermediate","T","初級","E","toward","prep.","朝著","= towards","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4681","英檢中級 GEPT Intermediate","T","初級","E","towel","noun","毛巾、紙巾","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4682","英檢中級 GEPT Intermediate","T","初級","E","tower","noun","塔","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4683","英檢中級 GEPT Intermediate","T","初級","E","town","noun","城鎮","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4684","英檢中級 GEPT Intermediate","T","初級","E","toy","noun","玩具","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4685","英檢中級 GEPT Intermediate","T","初級","E","trace","verb/noun","追蹤；痕跡","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4686","英檢中級 GEPT Intermediate","T","初級","E","track","noun/verb","軌道、足跡；跟蹤、追蹤","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4687","英檢中級 GEPT Intermediate","T","初級","E","trade","noun/verb","貿易；交易","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4688","英檢中級 GEPT Intermediate","T","中級","I","trademark","noun","商標、特徵","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4689","英檢中級 GEPT Intermediate","T","中級","I","trader","noun","商人、證券交易人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4690","英檢中級 GEPT Intermediate","T","初級","E","tradition","noun","傳統","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4691","英檢中級 GEPT Intermediate","T","初級","E","traditional","adj.","傳統的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4692","英檢中級 GEPT Intermediate","T","初級","E","traffic","noun","交通","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4693","英檢中級 GEPT Intermediate","T","中級","I","tragedy","noun","悲劇","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4694","英檢中級 GEPT Intermediate","T","中級","I","tragic","adj.","悲劇的、悲慘的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4695","英檢中級 GEPT Intermediate","T","中級","I","trail","noun/verb","蹤跡、小道；拖曳","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4696","英檢中級 GEPT Intermediate","T","初級","E","train","noun","火車","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4697","英檢中級 GEPT Intermediate","T","初級","E","train","verb","訓練","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4698","英檢中級 GEPT Intermediate","T","中級","I","training","noun","訓練","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4699","英檢中級 GEPT Intermediate","T","中級","I","transfer","noun/verb","調動、搬遷","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4700","英檢中級 GEPT Intermediate","T","中級","I","transform","verb","改變、改造","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4701","英檢中級 GEPT Intermediate","T","中級","I","translate","verb","翻譯","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4702","英檢中級 GEPT Intermediate","T","中級","I","translation","noun","翻譯","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4703","英檢中級 GEPT Intermediate","T","中級","I","translator","noun","翻譯、譯者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4704","英檢中級 GEPT Intermediate","T","中級","I","transplant","noun/verb","移植（器官等）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4705","英檢中級 GEPT Intermediate","T","中級","I","transport","noun/verb","運輸、交通工具；運送","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4706","英檢中級 GEPT Intermediate","T","中級","I","transportation","noun","運輸","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4707","英檢中級 GEPT Intermediate","T","初級","E","trap","verb/noun","設陷阱；陷阱","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4708","英檢中級 GEPT Intermediate","T","初級","E","trash","noun/verb","垃圾；丟棄、損壞","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4709","英檢中級 GEPT Intermediate","T","初級","E","travel","verb/noun","旅行","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4710","英檢中級 GEPT Intermediate","T","中級","I","traveler","noun","旅行者","= traveller (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4711","英檢中級 GEPT Intermediate","T","中級","I","traveling","adj.","旅行的、巡迴的","= travelling (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4712","英檢中級 GEPT Intermediate","T","中級","I","tray","noun","托盤","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4713","英檢中級 GEPT Intermediate","T","初級","E","treasure","noun/verb","寶藏；珍惜","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
