序號,分類,字母,單字或片語,詞性縮寫,詞性,中文含義,來源
432,TOEFL 托福高頻詞彙 1-1000,A,avalanche,n.,名詞,雪崩,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
433,TOEFL 托福高頻詞彙 1-1000,A,avant-garde,n.,名詞,"先锋派(艺术流派);先锋,前卫",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
434,TOEFL 托福高頻詞彙 1-1000,A,average,adj. / n. / vt.,形容詞 / 名詞 / 及物動詞,"一一般的,通常的;平庸的；平均水平;平均数；平均为",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
435,TOEFL 托福高頻詞彙 1-1000,A,aversion,n.,名詞,"厌恶,憎恨",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
436,TOEFL 托福高頻詞彙 1-1000,A,averse,adj.,形容詞,"反对的,不不愿意的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
437,TOEFL 托福高頻詞彙 1-1000,A,avert,vt.,及物動詞,"转移;避免,规避",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
438,TOEFL 托福高頻詞彙 1-1000,A,aviation,n.,名詞,航空;航空学,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
439,TOEFL 托福高頻詞彙 1-1000,A,aviator,n.,名詞,"⻜飞行行员,⻜飞行行家",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
440,TOEFL 托福高頻詞彙 1-1000,A,avid,adj.,形容詞,渴望的;热心的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
441,TOEFL 托福高頻詞彙 1-1000,A,avocation,n.,名詞,副业;业余爱好,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
442,TOEFL 托福高頻詞彙 1-1000,A,avocational,adj.,形容詞,"副业的,嗜好的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
443,TOEFL 托福高頻詞彙 1-1000,A,avoid,vt.,及物動詞,"躲避,规避",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
444,TOEFL 托福高頻詞彙 1-1000,A,avoidable,adj.,形容詞,可避免的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
445,TOEFL 托福高頻詞彙 1-1000,A,avoidance,n.,名詞,避免,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
446,TOEFL 托福高頻詞彙 1-1000,A,awareness,n.,名詞,意识,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
447,TOEFL 托福高頻詞彙 1-1000,A,awkward,adj.,形容詞,"笨拙的,不不灵活的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
448,TOEFL 托福高頻詞彙 1-1000,A,awkwardly,adv.,副詞,"(⻅见到生人)局促不不安地,笨拙地",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
449,TOEFL 托福高頻詞彙 1-1000,A,axis,n.,名詞,轴;轴心,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
450,TOEFL 托福高頻詞彙 1-1000,B,baby-sitter,n.,名詞,"临时保姆,代人照顾婴儿儿者",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
451,TOEFL 托福高頻詞彙 1-1000,B,bachelor,n.,名詞,学士(学位);单身汉,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
452,TOEFL 托福高頻詞彙 1-1000,B,back and forth,词组,片語,"来来回回,来回地",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
453,TOEFL 托福高頻詞彙 1-1000,B,backbone,n.,名詞,"⻣骨干,支支柱；脊椎,中枢",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
454,TOEFL 托福高頻詞彙 1-1000,B,backdrop,n.,名詞,舞台背景;背景,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
455,TOEFL 托福高頻詞彙 1-1000,B,baggage,n.,名詞,行行李李,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
456,TOEFL 托福高頻詞彙 1-1000,B,balance,n. / vt.,名詞 / 及物動詞,"平衡；使平衡,使均衡",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
457,TOEFL 托福高頻詞彙 1-1000,B,balanced,adj.,形容詞,均衡的;平稳的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
458,TOEFL 托福高頻詞彙 1-1000,I,imbalance,n.,名詞,"不不平衡,不不均衡",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
459,TOEFL 托福高頻詞彙 1-1000,O,overbalance,vi.,不及物動詞,失去平衡,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
460,TOEFL 托福高頻詞彙 1-1000,B,bald,adj.,形容詞,秃头的;光秃的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
461,TOEFL 托福高頻詞彙 1-1000,B,bald eagle,词组,片語,秃头鹰(美国国⻦鸟),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
462,TOEFL 托福高頻詞彙 1-1000,B,ballet,n.,名詞,芭蕾舞,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
463,TOEFL 托福高頻詞彙 1-1000,B,balloon,n.,名詞,气气球,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
464,TOEFL 托福高頻詞彙 1-1000,B,balloonist,n.,名詞,气气球驾驶者,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
465,TOEFL 托福高頻詞彙 1-1000,B,balmy,adj.,形容詞,芳香香的;(空气气)温和的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
466,TOEFL 托福高頻詞彙 1-1000,B,ban,vt.,及物動詞,"禁止,查禁",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
467,TOEFL 托福高頻詞彙 1-1000,B,banner,n.,名詞,"旗帜,标语,横幅",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
468,TOEFL 托福高頻詞彙 1-1000,B,banker,n.,名詞,银行行家,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
469,TOEFL 托福高頻詞彙 1-1000,B,bang,v.,動詞,"发出砰的一一声,重击",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
470,TOEFL 托福高頻詞彙 1-1000,C,Cuban,n./adj.,名詞 / 形容詞,古巴人;古巴(人)的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
471,TOEFL 托福高頻詞彙 1-1000,B,band,n. / vi.,名詞 / 不及物動詞,"乐队;队；(光或颜色色的)带;带子；联合,集合",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
472,TOEFL 托福高頻詞彙 1-1000,B,bandleader,n.,名詞,乐队指挥,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
473,TOEFL 托福高頻詞彙 1-1000,B,bandmaster,n.,名詞,乐队指挥,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
474,TOEFL 托福高頻詞彙 1-1000,B,bandanna,n.,名詞,大大手手帕,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
475,TOEFL 托福高頻詞彙 1-1000,B,bankruptcy,n.,名詞,破产,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
476,TOEFL 托福高頻詞彙 1-1000,B,bankrupt,adj. / v.,形容詞 / 動詞,破产了了的；(使)破产,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
477,TOEFL 托福高頻詞彙 1-1000,B,bar,n.,名詞,"酒吧 snack bar 快餐店；条,棒;栅；律律师业",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
478,TOEFL 托福高頻詞彙 1-1000,B,barb,n.,名詞,(⻥鱼钩等的)倒钩;倒刺刺,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
479,TOEFL 托福高頻詞彙 1-1000,B,barbed wire,词组,片語,带倒钩的铁丝(铁丝网网),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
480,TOEFL 托福高頻詞彙 1-1000,B,barbecue,n.,名詞,烤肉肉野餐,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
481,TOEFL 托福高頻詞彙 1-1000,B,barber,n.,名詞,理理发师,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
482,TOEFL 托福高頻詞彙 1-1000,B,bare,adj.,形容詞,"无遮蔽的,赤赤裸的,光(秃)的；仅有的,勉勉强的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
483,TOEFL 托福高頻詞彙 1-1000,B,barely,adv.,副詞,仅仅；几几乎不不能,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
484,TOEFL 托福高頻詞彙 1-1000,B,barge,n.,名詞,驳船,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
485,TOEFL 托福高頻詞彙 1-1000,B,bark,n. / n./vi.,名詞 / 名詞 / 不及物動詞,"树皮皮；狗叫,咆哮",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
486,TOEFL 托福高頻詞彙 1-1000,B,barn,n.,名詞,谷谷仓;畜棚,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
487,TOEFL 托福高頻詞彙 1-1000,B,baroque,adj.,形容詞,"高高度装饰的,过分雕琢的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
488,TOEFL 托福高頻詞彙 1-1000,B,barrel,n.,名詞,桶,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
489,TOEFL 托福高頻詞彙 1-1000,B,barren,adj.,形容詞,贫瘠的;荒凉的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
490,TOEFL 托福高頻詞彙 1-1000,B,barrenness,n.,名詞,荒凉,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
491,TOEFL 托福高頻詞彙 1-1000,B,barrier,n.,名詞,"屏障,障碍;栅栏",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
492,TOEFL 托福高頻詞彙 1-1000,B,barter,n./v.,名詞 / 動詞,"物品交换,易易货贸易易",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
493,TOEFL 托福高頻詞彙 1-1000,B,basement,n.,名詞,地下室,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
494,TOEFL 托福高頻詞彙 1-1000,B,basin,n.,名詞,盆;盆地,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
495,TOEFL 托福高頻詞彙 1-1000,B,be taken by,词组,片語,"被迷住,被吓住",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
496,TOEFL 托福高頻詞彙 1-1000,B,be up to,词组,片語,"由...做;胜任,从事于",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
497,TOEFL 托福高頻詞彙 1-1000,B,bead,n.,名詞,珠子;(液体)小滴,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
498,TOEFL 托福高頻詞彙 1-1000,B,beaded,adj.,形容詞,"以珠装饰的,珠状的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
499,TOEFL 托福高頻詞彙 1-1000,B,beak,n.,名詞,⻦鸟喙,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
500,TOEFL 托福高頻詞彙 1-1000,B,beam,n.,名詞,"大大梁梁；(光线的)束,柱",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
501,TOEFL 托福高頻詞彙 1-1000,G,girder,n.,名詞,钢结构大大梁梁,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
502,TOEFL 托福高頻詞彙 1-1000,B,bear,vt. / n.,及物動詞 / 名詞,"负担,支支撑；具有,带有；生产,生育；熊(polar bear 北北极熊",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
503,TOEFL 托福高頻詞彙 1-1000,U,unbearable,adj.,形容詞,"无法忍受的,承受不不住的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
504,TOEFL 托福高頻詞彙 1-1000,F,forebear,n.,名詞,"祖先,祖宗",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
505,TOEFL 托福高頻詞彙 1-1000,B,beard,n.,名詞,胡须,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
506,TOEFL 托福高頻詞彙 1-1000,B,beat,v. / adj. / n.,動詞 / 形容詞 / 名詞,"打击,敲击;打败；疲倦的；(音音乐)拍子",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
507,TOEFL 托福高頻詞彙 1-1000,B,bedrock,n.,名詞,基础;基石石,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
508,TOEFL 托福高頻詞彙 1-1000,B,behalf,n.,名詞,"代表...,作为...的代表",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
509,TOEFL 托福高頻詞彙 1-1000,B,behave,vi.,不及物動詞,"举止,表现",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
510,TOEFL 托福高頻詞彙 1-1000,B,behavior,n.,名詞,"举止,行行为",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
511,TOEFL 托福高頻詞彙 1-1000,B,belie,vt.,及物動詞,给人错觉;掩饰,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
512,TOEFL 托福高頻詞彙 1-1000,B,believe in,词组,片語,相信,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
513,TOEFL 托福高頻詞彙 1-1000,B,bellows,n.,名詞,⻛风箱,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
514,TOEFL 托福高頻詞彙 1-1000,B,below,prep./adv.,介系詞 / 副詞,在...下面,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
515,TOEFL 托福高頻詞彙 1-1000,B,belong to,词组,片語,属于,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
516,TOEFL 托福高頻詞彙 1-1000,B,beneath,prep./adv.,介系詞 / 副詞,在...之下,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
517,TOEFL 托福高頻詞彙 1-1000,B,benefit,n. / vt.,名詞 / 及物動詞,"利利益,好处；有益于,有助于",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
518,TOEFL 托福高頻詞彙 1-1000,B,beneficial,adj.,形容詞,"有益的,有利利的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
519,TOEFL 托福高頻詞彙 1-1000,B,benign,adj.,形容詞,(病)良性的;亲切和蔼的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
520,TOEFL 托福高頻詞彙 1-1000,B,bequest,n.,名詞,遗产;遗赠,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
521,TOEFL 托福高頻詞彙 1-1000,B,besides,adv.,副詞,除了了...(还有),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
522,TOEFL 托福高頻詞彙 1-1000,B,besiege,vt.,及物動詞,围攻;困扰,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
523,TOEFL 托福高頻詞彙 1-1000,B,bestow,vt.,及物動詞,"给与,赐赠",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
524,TOEFL 托福高頻詞彙 1-1000,B,betray,vt.,及物動詞,"背叛；(非非故意地)暴暴露露,显露露",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
525,TOEFL 托福高頻詞彙 1-1000,B,beverage,n.,名詞,(除水之外的)饮料料,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
526,TOEFL 托福高頻詞彙 1-1000,B,bias,n.,名詞,"偏⻅见,偏好",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
527,TOEFL 托福高頻詞彙 1-1000,U,unbiased,adj.,形容詞,没有偏⻅见的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
528,TOEFL 托福高頻詞彙 1-1000,B,bicameral,adj.,形容詞,"两院制的,有两个议院的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
529,TOEFL 托福高頻詞彙 1-1000,B,bilateral,adj.,形容詞,两边的;双边的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
530,TOEFL 托福高頻詞彙 1-1000,B,bill,n.,名詞,"帐单,发票；(细长或扁平的)⻦鸟嘴；议案,法案；钞票,纸币",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
531,TOEFL 托福高頻詞彙 1-1000,H,hillbilly,n.,名詞,"山地内部的贫农,山里里里人",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
532,TOEFL 托福高頻詞彙 1-1000,B,billion,n./adj.,名詞 / 形容詞,十十亿(的),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
533,TOEFL 托福高頻詞彙 1-1000,B,biography,n.,名詞,传记,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
534,TOEFL 托福高頻詞彙 1-1000,A,autobiography,n.,名詞,自自传,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
535,TOEFL 托福高頻詞彙 1-1000,B,biographer,n.,名詞,传记作家,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
536,TOEFL 托福高頻詞彙 1-1000,B,biologist,n.,名詞,生物学家,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
537,TOEFL 托福高頻詞彙 1-1000,B,biological diversity,词组,片語,生物多样性,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
538,TOEFL 托福高頻詞彙 1-1000,B,bison,n.,名詞,美洲或欧洲的野牛牛,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
539,TOEFL 托福高頻詞彙 1-1000,B,bitter,adj.,形容詞,苦(味)的；(令人)痛苦的;尖酸刻薄的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
540,TOEFL 托福高頻詞彙 1-1000,B,bitterness,n.,名詞,"苦味;辛辛酸,苦难",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
541,TOEFL 托福高頻詞彙 1-1000,B,bizarre,adj.,形容詞,"奇异的,古怪的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
542,TOEFL 托福高頻詞彙 1-1000,B,blame,vt. / n.,及物動詞 / 名詞,"谴责,责备；过失,责备",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
543,TOEFL 托福高頻詞彙 1-1000,B,bland,adj.,形容詞,淡味的;无味的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
544,TOEFL 托福高頻詞彙 1-1000,B,blanket,n.,名詞,毯子;厚的遮盖物,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
545,TOEFL 托福高頻詞彙 1-1000,B,blast,vi. / n.,不及物動詞 / 名詞,爆破；一一阵(⻛风、气气流或噪音音),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
546,TOEFL 托福高頻詞彙 1-1000,B,blast furnace,词组,片語,鼓鼓⻛风炉,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
547,TOEFL 托福高頻詞彙 1-1000,B,blazing,adj.,形容詞,炽烧的;闪耀的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
548,TOEFL 托福高頻詞彙 1-1000,B,blaze,vi. / n.,不及物動詞 / 名詞,"燃烧,照耀",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
549,TOEFL 托福高頻詞彙 1-1000,B,bleach,vi. / n.,不及物動詞 / 名詞,,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
550,TOEFL 托福高頻詞彙 1-1000,B,bleachers,n.,名詞,,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
551,TOEFL 托福高頻詞彙 1-1000,B,bleak,adj.,形容詞,荒凉的;凄凉的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
552,TOEFL 托福高頻詞彙 1-1000,B,blend,vt. / n.,及物動詞 / 名詞,"混合,掺混；混合(物)",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
553,TOEFL 托福高頻詞彙 1-1000,B,blessing,n.,名詞,"祝福,恩赐",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
554,TOEFL 托福高頻詞彙 1-1000,B,blink,v.,動詞,眨眼,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
555,TOEFL 托福高頻詞彙 1-1000,B,blizzard,n.,名詞,暴暴⻛风雪,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
556,TOEFL 托福高頻詞彙 1-1000,B,block,n. / vt.,名詞 / 及物動詞,"一一块(木木头或石石头等)；街区；阻碍,阻止",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
557,TOEFL 托福高頻詞彙 1-1000,B,bloom,n./vi.,名詞 / 不及物動詞,花/开花,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
558,TOEFL 托福高頻詞彙 1-1000,B,blossom,n./vi.,名詞 / 不及物動詞,花/开花,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
559,TOEFL 托福高頻詞彙 1-1000,B,blues,n.,名詞,"抑郁,沮丧;布鲁斯音音乐",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
560,TOEFL 托福高頻詞彙 1-1000,B,bluff,n.,名詞,"悬崖,绝壁;v.诈骗,吓唬",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
561,TOEFL 托福高頻詞彙 1-1000,B,blunt,adj.,形容詞,"直言言不不讳的；钝的,不不锋利利的,不不尖的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
562,TOEFL 托福高頻詞彙 1-1000,B,blush,vi.,不及物動詞,"脸红,羞愧",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
563,TOEFL 托福高頻詞彙 1-1000,B,board,n. / vt.,名詞 / 及物動詞,(薄而而平的)木木板；委员会；膳⻝食食费用用；上(船、⻜飞机等),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
564,TOEFL 托福高頻詞彙 1-1000,A,aboard,prep./adv.,介系詞 / 副詞,,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
565,TOEFL 托福高頻詞彙 1-1000,B,boarder,n.,名詞,寄宿者;寄生者,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
566,TOEFL 托福高頻詞彙 1-1000,B,boardinghouse,n.,名詞,寄宿公寓,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
567,TOEFL 托福高頻詞彙 1-1000,K,keyboard,n.,名詞,键盘,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
568,TOEFL 托福高頻詞彙 1-1000,C,cupboard,n.,名詞,"⻝食食橱,碗碟柜",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
569,TOEFL 托福高頻詞彙 1-1000,B,boast,n./v.,名詞 / 動詞,"自自夸,以有...而而自自豪",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
570,TOEFL 托福高頻詞彙 1-1000,B,boastful,adj.,形容詞,"吹嘘的,自自负的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
571,TOEFL 托福高頻詞彙 1-1000,B,boiling point,词组,片語,沸点,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
572,TOEFL 托福高頻詞彙 1-1000,B,bold,adj.,形容詞,"勇敢的,大大胆的;放肆/无礼的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
